Original_Source_ID,Original_SMILES,Canonical_SMILES,InChI,InChIKey,Salt_Solvent_(Concatenate),temp,method,type,group,basicOrAcidic,pKa,DSSTox_Structure_Id,Substance_Name,Substance_CASRN,Substance_Type,Structure_SMILES,Structure_Formula
14351,O=C(N)CCC1(=CN=CC=C1),N=C(O)CCC1C=NC=CC=1,"InChI=1S/C8H10N2O/c9-8(11)4-3-7-2-1-5-10-6-7/h1-2,5-6H,3-4H2,(H2,9,11)",AHZYDHMFNHSEHU-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,basic,5.21,DTXCID70344009,3-Pyridinepropanamide,84199-99-5,Single Compound,NC(=O)CCC1=CN=CC=C1,C8H10N2O
14357,O=C(N)CCC1(=NC=CC=C1),N=C(O)CCC1=CC=CC=N1,"InChI=1S/C8H10N2O/c9-8(11)5-4-7-3-1-2-6-10-7/h1-3,6H,4-5H2,(H2,9,11)",IYOIBZYIRXERTL-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,basic,5.09,DTXCID00506577,3-(Pyridin-2-yl)propanamide,84199-91-7,Single Compound,NC(=O)CCC1=CC=CC=N1,C8H10N2O
10684,O=[N+]([O-])C1(=CC(=C(N)C(=C1)C)C),CC1=CC(=CC(C)=C1N)[N+]([O-])=O,"InChI=1S/C8H10N2O2/c1-5-3-7(10(11)12)4-6(2)8(5)9/h3-4H,9H2,1-2H3",NSBSVUUVECHDDX-UHFFFAOYSA-N,?,22,spectrophotometric,a/apparent,?,basic,0.98,DTXCID2091207,"Benzenamine, 2,6-dimethyl-4-nitro-",16947-63-0,Single Compound,CC1=CC(=CC(C)=C1N)[N+]([O-])=O,C8H10N2O2
10683,O=[N+]([O-])C1(=CC=C(N(C)C)C=C1),CN(C)C1C=CC(=CC=1)[N+]([O-])=O,"InChI=1S/C8H10N2O2/c1-9(2)7-3-5-8(6-4-7)10(11)12/h3-6H,1-2H3",QJAIOCKFIORVFU-UHFFFAOYSA-N,?,23,mean from 4,b1/apparent,amine,basic,0.69,DTXCID0032449,"Benzenamine, N,N-dimethyl-4-nitro-",100-23-2,Single Compound,CN(C)C1=CC=C(C=C1)[N+]([O-])=O,C8H10N2O2
10682,O=[N+]([O-])C1(=CC(N(C)C)=CC=C1),CN(C)C1C=C(C=CC=1)[N+]([O-])=O,"InChI=1S/C8H10N2O2/c1-9(2)7-4-3-5-8(6-7)10(11)12/h3-6H,1-2H3",CJDICMLSLYHRPT-UHFFFAOYSA-N,?,23,mean from 3,a/thermodynamic,?,basic,2.58,DTXCID6043171,"Benzenamine, N,N-dimethyl-3-nitro-",619-31-8,Single Compound,CN(C)C1=CC(=CC=C1)[N+]([O-])=O,C8H10N2O2
10677,ON=C(NO)CC1(=CC=CC=C1),ONC(CC1C=CC=CC=1)N=O,"InChI=1S/C8H10N2O2/c11-9-8(10-12)6-7-4-2-1-3-5-7/h1-5,8-9,11H,6H2",QQPHKVWUTAHDBS-UHFFFAOYSA-N,?,20,potentiometric,a1/apparent,?,basic,4.25,,,,,,
10689,O=C([O-])C(N)CC1(=CN=CC=C1),N=C(CC1C=NC=CC=1)C(O)O,"InChI=1S/C8H10N2O2/c9-7(8(11)12)4-6-2-1-3-10-5-6/h1-3,5,8-9,11-12H,4H2",PUKKLOIYGGUDIZ-UHFFFAOYSA-N,?,23,mean from 2,a/apparent,?,basic,9.26,,,,,,
10690,O=C([O-])C(N)CC1(=CC=NC=C1),N=C(CC1C=CN=CC=1)C(O)O,"InChI=1S/C8H10N2O2/c9-7(8(11)12)5-6-1-3-10-4-2-6/h1-4,8-9,11-12H,5H2",LIYYHTMISKFOTM-UHFFFAOYSA-N,?,23,potentiometric,b/apparent,?,basic,9.22,,,,,,
13589,O=[N+]([O-])C1(=C(C=C(OC)C=C1)CN),COC1=CC(CN)=C(C=C1)[N+]([O-])=O,"InChI=1S/C8H10N2O3/c1-13-7-2-3-8(10(11)12)6(4-7)5-9/h2-4H,5,9H2,1H3",DZJKVKCPWQBJSU-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,basic,8.72,DTXCID301331130,NoName_3591,NOCAS_903010,Single Compound,COC1=CC(CN)=C(C=C1)[N+]([O-])=O,C8H10N2O3
12162,S(=O)(=O)(NC(=O)C)C1(=CC=C(N)C=C1),C/C(/O)=N\S(=O)(=O)C1C=CC(N)=CC=1,"InChI=1S/C8H10N2O3S/c1-6(11)10-14(12,13)8-4-2-7(9)3-5-8/h2-5H,9H2,1H3,(H,10,11)",SKIVFJLNDNKQPD-UHFFFAOYSA-N,?,,mean from 2,b/apparent,NH2,basic,1.58,DTXCID406060,Sulfacetamide,144-80-9,Single Compound,CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,C8H10N2O3S
14319,S(C(=N)NC1(=CC=CC=C1))C,CSC(=N)NC1C=CC=CC=1,"InChI=1S/C8H10N2S/c1-11-8(9)10-7-5-3-2-4-6-7/h2-6H,1H3,(H2,9,10)",NROPRCUPBJFONT-UHFFFAOYSA-N,?,20,potentiometric,a/thermodynamic,?,basic,7.14,DTXCID101331215,NoName_3701,NOCAS_903107,Single Compound,CSC(=N)NC1=CC=CC=C1,C8H10N2S
14318,S=C(NCC1(=CC=CC=C1))N,NC(=S)NCC1C=CC=CC=1,"InChI=1S/C8H10N2S/c9-8(11)10-6-7-4-2-1-3-5-7/h1-5H,6H2,(H3,9,10,11)",UCGFRIAOVLXVKL-UHFFFAOYSA-N,?,23,spectrophotometric,a/apparent,?,basic,0.86,DTXCID40133649,Benzylthiourea,621-83-0,Single Compound,NC(=S)NCC1=CC=CC=C1,C8H10N2S
13022,N1(=C(C=CC=C1)CCC),CCCC1C=CC=CN=1,"InChI=1S/C8H11N/c1-2-5-8-6-3-4-7-9-8/h3-4,6-7H,2,5H2,1H3",OIALIKXMLIAOSN-UHFFFAOYSA-N,?,25,spectrophotometric,a/thermodynamic,NHE+,basic,5.97,DTXCID0043264,2-Propylpyridine,622-39-9,Single Compound,CCCC1=NC=CC=C1,C8H11N
12996,NC1(=CC=C(CC)C=C1),CCC1C=CC(N)=CC=1,"InChI=1S/C8H11N/c1-2-7-3-5-8(9)6-4-7/h3-6H,2,9H2,1H3",HRXZRAXKKNUKRF-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,-NH3(1+),basic,5.16,DTXCID402066,4-Ethylaniline,589-16-2,Single Compound,CCC1=CC=C(N)C=C1,C8H11N
12997,NC1(=C(C=CC=C1)CC),CCC1C=CC=CC=1N,"InChI=1S/C8H11N/c1-2-7-5-3-4-6-8(7)9/h3-6H,2,9H2,1H3",MLPVBIWIRCKMJV-UHFFFAOYSA-N,?,25,potentiometric,a/apparent,?,basic,4.37,DTXCID8022242,2-Ethylaniline,578-54-1,Single Compound,CCC1=C(N)C=CC=C1,C8H11N
13002,N1(=CC(=CC(=C1)C)CC),CC1C=C(CC)C=NC=1,"InChI=1S/C8H11N/c1-3-8-4-7(2)5-9-6-8/h4-6H,3H2,1-2H3",XTLUAAHBKVFNPF-UHFFFAOYSA-N,?,20,,a/apparent,NHE+,basic,5.2,DTXCID50115537,"Pyridine, 3-ethyl-5-methyl-",3999-78-8,Single Compound,CCC1=CN=CC(C)=C1,C8H11N
12999,NC1(=C(C=CC(=C1)C)C),CC1=CC(N)=C(C)C=C1,"InChI=1S/C8H11N/c1-6-3-4-7(2)8(9)5-6/h3-5H,9H2,1-2H3",VOWZNBNDMFLQGM-UHFFFAOYSA-N,?,20,mean from 3,b/thermodynamic,?,basic,4.47,DTXCID606306,"2,5-Dimethylaniline",95-78-3,Single Compound,CC1=CC(N)=C(C)C=C1,C8H11N
12995,NC1(=CC(=C(C)C=C1)C),CC1C=C(N)C=CC=1C,"InChI=1S/C8H11N/c1-6-3-4-8(9)5-7(6)2/h3-5H,9H2,1-2H3",DOLQYFPDPKPQSS-UHFFFAOYSA-N,?,21,mean from 3,b/thermodynamic,?,basic,4.94,DTXCID406308,"3,4-Dimethylaniline",95-64-7,Single Compound,CC1=CC=C(N)C=C1C,C8H11N
12994,NC1(=CC(=CC(=C1)C)C),CC1=CC(N)=CC(C)=C1,"InChI=1S/C8H11N/c1-6-3-7(2)5-8(9)4-6/h3-5H,9H2,1-2H3",MKARNSWMMBGSHX-UHFFFAOYSA-N,?,21,mean from 3,a/apparent,?,basic,4.81,DTXCID806309,"3,5-Dimethylaniline",108-69-0,Single Compound,CC1=CC(N)=CC(C)=C1,C8H11N
13000,NC1(=C(C=CC=C1C)C),CC1C=CC=C(C)C=1N,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",UFFBMTHBGFGIHF-UHFFFAOYSA-N,?,25,mean from 4,a1/apparent,NH2,basic,3.84,DTXCID006307,"2,6-Dimethylaniline",87-62-7,Single Compound,CC1=CC=CC(C)=C1N,C8H11N
12998,NC1(=C(C(=CC=C1)C)C),CC1=C(N)C=CC=C1C,"InChI=1S/C8H11N/c1-6-4-3-5-8(9)7(6)2/h3-5H,9H2,1-2H3",VVAKEQGKZNKUSU-UHFFFAOYSA-N,?,22,mean from 4,b/thermodynamic,?,basic,4.56,DTXCID806304,"2,3-Dimethylaniline",87-59-2,Single Compound,CC1=CC=CC(N)=C1C,C8H11N
13003,N1(=CC=C(C(C)C)C=C1),CC(C)C1C=CN=CC=1,"InChI=1S/C8H11N/c1-7(2)8-3-5-9-6-4-8/h3-7H,1-2H3",FRGXNJWEDDQLFH-UHFFFAOYSA-N,?,25,spectrophotometric,a/thermodynamic,NHE+,basic,6.02,DTXCID3046530,4-Isopropylpyridine,696-30-0,Single Compound,CC(C)C1=CC=NC=C1,C8H11N
13021,N1(=CC(=CC=C1)C(C)C),CC(C)C1C=NC=CC=1,"InChI=1S/C8H11N/c1-7(2)8-4-3-5-9-6-8/h3-7H,1-2H3",PUACTIIESPYWSI-UHFFFAOYSA-N,?,25,spectrophotometric,a/thermodynamic,NHE+,basic,5.72,DTXCID90126783,(S)-3-(Isopropyl)pyridine,55740-80-2,Single Compound,CC(C)C1=CN=CC=C1,C8H11N
13004,N1(=C(C=CC=C1)C(C)C),CC(C)C1C=CC=CN=1,"InChI=1S/C8H11N/c1-7(2)8-5-3-4-6-9-8/h3-7H,1-2H3",PFYPDUUXDADWKC-UHFFFAOYSA-N,?,25,spectrophotometric,a/thermodynamic,NHE+,basic,5.83,DTXCID40811132,2-(Propan-2-yl)pyridine,644-98-4,Single Compound,CC(C)C1=CC=CC=N1,C8H11N
12992,NCC1(=CC=C(C)C=C1),CC1=CC=C(CN)C=C1,"InChI=1S/C8H11N/c1-7-2-4-8(6-9)5-3-7/h2-5H,6,9H2,1H3",HMTSWYPNXFHGEP-UHFFFAOYSA-N,?,25,mean from 2,a1/apparent,?,basic,9.51,DTXCID1032854,"Benzenemethanamine, 4-methyl-",104-84-7,Single Compound,CC1=CC=C(CN)C=C1,C8H11N
12991,NCC1(=CC(=CC=C1)C),CC1C=C(CN)C=CC=1,"InChI=1S/C8H11N/c1-7-3-2-4-8(5-7)6-9/h2-5H,6,9H2,1H3",RGXUCUWVGKLACF-UHFFFAOYSA-N,?,25,potentiometric,b/apparent,?,basic,9.37,DTXCID4032459,"Benzenemethanamine, 3-methyl-",100-81-2,Single Compound,CC1=CC(CN)=CC=C1,C8H11N
13011,N(C1(=CC=C(C)C=C1))C,CC1C=CC(=CC=1)NC,"InChI=1S/C8H11N/c1-7-3-5-8(9-2)6-4-7/h3-6,9H,1-2H3",QCIFLGSATTWUQJ-UHFFFAOYSA-N,?,23,potentiometric,a/thermodynamic,?,basic,5.36,DTXCID2043294,"Benzenamine, N,4-dimethyl-",623-08-5,Single Compound,CNC1=CC=C(C)C=C1,C8H11N
13010,N(C1(=CC(=CC=C1)C))C,CC1C=C(C=CC=1)NC,"InChI=1S/C8H11N/c1-7-4-3-5-8(6-7)9-2/h3-6,9H,1-2H3",FBGJJTQNZVNEQU-UHFFFAOYSA-N,?,25,potentiometric,a/thermodynamic,?,basic,4.94,DTXCID8046531,"Benzenamine, N,3-dimethyl-",696-44-6,Single Compound,CNC1=CC=CC(C)=C1,C8H11N
13013,N(C1(=C(C=CC=C1)C))C,CC1C=CC=CC=1NC,"InChI=1S/C8H11N/c1-7-5-3-4-6-8(7)9-2/h3-6,9H,1-2H3",GUAWMXYQZKVRCW-UHFFFAOYSA-N,?,25,potentiometric,a/apparent,?,basic,4.59,DTXCID9042964,"Benzenamine, N,2-dimethyl-",611-21-2,Single Compound,CNC1=C(C)C=CC=C1,C8H11N
13026,N(C1(=CC=CC=C1))(C)C,CN(C)C1C=CC=CC=1,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",JLTDJTHDQAWBAV-UHFFFAOYSA-N,?,23,mean from 12,b1/apparent,?,basic,5.1,DTXCID60507,"N,N-Dimethylaniline",121-69-7,Single Compound,CN(C)C1=CC=CC=C1,C8H11N
12990,NCCC1(=CC=CC=C1),NCCC1C=CC=CC=1,"InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2",BHHGXPLMPWCGHP-UHFFFAOYSA-N,?,23,mean from 10,a1/apparent,?,basic,9.89,DTXCID3044172,Phenethylamine,64-04-0,Single Compound,NCCC1=CC=CC=C1,C8H11N
12272,O=C([O-])C(NC(=O)C)CC=1(N=CNC=1),C/C(/O)=N\C(CC1=CNC=N1)=C(O)O,"InChI=1S/C8H11N3O3/c1-5(12)11-7(8(13)14)2-6-3-9-4-10-6/h3-4,13-14H,2H2,1H3,(H,9,10)(H,11,12)",XDRNOONALRPQTA-UHFFFAOYSA-N,?,25,potentiometric,a2/apparent,NH(1+),basic,7.11,,,,,,
13437,N2(=C(N(C)C)C1(=C(N(C)N=C1)N=C2)),CN(C)C1=NC=NC2=C1C=NN2C,"InChI=1S/C8H11N5/c1-12(2)7-6-4-11-13(3)8(6)10-5-9-7/h4-5H,1-3H3",QWNBAYXVUGENHL-UHFFFAOYSA-N,?,20,spectrophotometric,a/apparent,?,basic,4.06,DTXCID101331108,NoName_3564,NOCAS_902986,Single Compound,CN(C)C1=NC=NC2=C1C=NN2C,C8H11N5
13439,N2(=C(NC(C)C)C1(=C(NN=C1)N=C2)),CC(C)NC1=NC=NC2NN=CC=21,"InChI=1S/C8H11N5/c1-5(2)12-7-6-3-11-13-8(6)10-4-9-7/h3-5H,1-2H3,(H2,9,10,11,12,13)",VKYPWJLCQAENHE-UHFFFAOYSA-N,?,20,spectrophotometric,a1/apparent,?,basic,4.62,DTXCID501329896,NoName_716,NOCAS_901584,Single Compound,CC(C)NC1=NC=NC2=C1C=NN2,C8H11N5
13438,N2(=C(NC)C1(=C(N(C)N=C1)N=C2C)),CC1N=C(NC)C2C=NN(C)C=2N=1,"InChI=1S/C8H11N5/c1-5-11-7(9-2)6-4-10-13(3)8(6)12-5/h4H,1-3H3,(H,9,11,12)",ZPDDPGKEOLNDEZ-UHFFFAOYSA-N,?,20,spectrophotometric,a/apparent,?,basic,5.0,DTXCID801331109,NoName_3565,NOCAS_902987,Single Compound,CNC1=NC(C)=NC2=C1C=NN2C,C8H11N5
12554,OCCNC1(=NC=NC2(=C1C=NN2C)),CN1N=CC2C(NCCO)=NC=NC1=2,"InChI=1S/C8H11N5O/c1-13-8-6(4-12-13)7(9-2-3-14)10-5-11-8/h4-5,14H,2-3H2,1H3,(H,9,10,11)",SBIPJPUEWYCJJM-UHFFFAOYSA-N,?,20,spectrophotometric,a/apparent,?,basic,3.86,DTXCID00228444,"2-[(1-methylpyrazolo[3,4-d]pyrimidin-4-yl)amino]ethanol",5334-71-4,Single Compound,CN1N=CC2=C(NCCO)N=CN=C12,C8H11N5O
11742,O(C1(=CC(N)=CC=C1))CC,CCOC1C=CC=C(N)C=1,"InChI=1S/C8H11NO/c1-2-10-8-5-3-4-7(9)6-8/h3-6H,2,9H2,1H3",WEZAHYDFZNTGKE-UHFFFAOYSA-N,?,25,mean from 2,a1/apparent,NH3(+),basic,4.15,DTXCID705862,3-Ethoxyaniline,621-33-0,Single Compound,CCOC1=CC=CC(N)=C1,C8H11NO
11763,O(C1(=CC=C(N)C=C1))CC,CCOC1C=CC(N)=CC=1,"InChI=1S/C8H11NO/c1-2-10-8-5-3-7(9)4-6-8/h3-6H,2,9H2,1H3",IMPPGHMHELILKG-UHFFFAOYSA-N,?,25,mean from 2,a1/apparent,NH3(+),basic,5.25,DTXCID505864,4-Ethoxyaniline,156-43-4,Single Compound,CCOC1=CC=C(N)C=C1,C8H11NO
11753,O(C1(=C(N)C=CC=C1))CC,CCOC1C=CC=CC=1N,"InChI=1S/C8H11NO/c1-2-10-8-6-4-3-5-7(8)9/h3-6H,2,9H2,1H3",ULHFFAFDSSHFDA-UHFFFAOYSA-N,?,24,mean from 2,a1/apparent,N-H,basic,4.51,DTXCID105863,2-Ethoxyaniline,94-70-2,Single Compound,CCOC1=C(N)C=CC=C1,C8H11NO
11758,O(N)CC1(=CC=C(C)C=C1),CC1=CC=C(CON)C=C1,"InChI=1S/C8H11NO/c1-7-2-4-8(5-3-7)6-10-9/h2-5H,6,9H2,1H3",MLWXTMVARHZBPA-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,basic,4.4,DTXCID10202992,O-(4-methylbenzyl)hydroxylamine,83670-44-4,Single Compound,CC1=CC=C(CON)C=C1,C8H11NO
11748,OCNC1(=CC=C(C)C=C1),CC1=CC=C(C=C1)NCO,"InChI=1S/C8H11NO/c1-7-2-4-8(5-3-7)9-6-10/h2-5,9-10H,6H2,1H3",REMBCRMECYJRQV-UHFFFAOYSA-N,?,25,spectrophotometric,a1/thermodynamic,?,basic,3.42,DTXCID90572882,(4-Methylanilino)methanol,61599-99-3,Single Compound,CC1=CC=C(NCO)C=C1,C8H11NO
11757,ON(CC1(=CC=CC=C1))C,CN(O)CC1C=CC=CC=1,"InChI=1S/C8H11NO/c1-9(10)7-8-5-3-2-4-6-8/h2-6,10H,7H2,1H3",NCLWMRHNDKORFM-UHFFFAOYSA-N,?,30,,a1/apparent,?,basic,4.6,DTXCID501330883,NoName_3269,NOCAS_902720,Single Compound,CN(O)CC1=CC=CC=C1,C8H11NO
11743,O(C1(=CC=C(NC)C=C1))C,CNC1C=CC(=CC=1)OC,"InChI=1S/C8H11NO/c1-9-7-3-5-8(10-2)6-4-7/h3-6,9H,1-2H3",JFXDIXYFXDOZIT-UHFFFAOYSA-N,?,25,spectrophotometric,a1/thermodynamic,?,basic,5.93,DTXCID50130780,N-Methyl-4-anisidine,5961-59-1,Single Compound,CNC1=CC=C(OC)C=C1,C8H11NO
11767,OCCCC1(=CN=CC=C1),OCCCC1=CN=CC=C1,"InChI=1S/C8H11NO/c10-6-2-4-8-3-1-5-9-7-8/h1,3,5,7,10H,2,4,6H2",ZUGAIMFLQLPTKB-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,basic,5.57,DTXCID302198,3-(3-Pyridyl)-1-propanol,2859-67-8,Single Compound,OCCCC1=CN=CC=C1,C8H11NO
11759,OCCCC1(=CC=NC=C1),OCCCC1C=CN=CC=1,"InChI=1S/C8H11NO/c10-7-1-2-8-3-5-9-6-4-8/h3-6,10H,1-2,7H2",PZVZGDBCMQBRMA-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,basic,5.9,DTXCID6037481,4-Pyridinepropanol,2629-72-3,Single Compound,OCCCC1=CC=NC=C1,C8H11NO
11766,OCCNC1(=CC=CC=C1),OCCNC1C=CC=CC=1,"InChI=1S/C8H11NO/c10-7-6-9-8-4-2-1-3-5-8/h1-5,9-10H,6-7H2",MWGATWIBSKHFMR-UHFFFAOYSA-N,?,24.9,spectrophotometric,a1/apparent,NH,basic,4.09,DTXCID7033737,"Ethanol, 2-(phenylamino)-",122-98-5,Single Compound,OCCNC1=CC=CC=C1,C8H11NO
11761,OC1(=CC=C(CCN)C=C1),NCCC1=CC=C(O)C=C1,"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2",DZGWFCGJZKJUFP-UHFFFAOYSA-N,"?, ?",20,mean from 4,1/thermodynamic,"NH3%+&, NH4",basic,9.92,DTXCID0023874,Tyramine,51-67-2,Single Compound,NCCC1=CC=C(O)C=C1,C8H11NO
11751,OC(C1(=CC=CC=C1))CN,NCC(O)C1C=CC=CC=1,"InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2",ULSIYEODSMZIPX-UHFFFAOYSA-N,?,25,mean from 2,a1/apparent,?,basic,8.94,,,,,,
14467,O(N)CC1(=CC=C(OC)C=C1),COC1=CC=C(CON)C=C1,"InChI=1S/C8H11NO2/c1-10-8-4-2-7(3-5-8)6-11-9/h2-5H,6,9H2,1H3",MVSMBIBGGPSEHQ-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,basic,4.42,DTXCID5097741,"Hydroxylamine, O-(p-methoxybenzyl)-",21038-22-2,Single Compound,COC1=CC=C(CON)C=C1,C8H11NO2
14464,O(C1(=C(O)C(=CC=C1)CN))C,COC1C=CC=C(CN)C=1O,"InChI=1S/C8H11NO2/c1-11-7-4-2-3-6(5-9)8(7)10/h2-4,10H,5,9H2,1H3",CLJHZQFAKIIMBA-UHFFFAOYSA-N,?,25,potentiometric,a1/thermodynamic,?,basic,8.7,DTXCID20539064,2-(Aminomethyl)-6-methoxyphenol,86855-27-8,Single Compound,COC1=CC=CC(CN)=C1O,C8H11NO2
14439,O(C1(=CC=C(NCO)C=C1))C,COC1C=CC(=CC=1)NCO,"InChI=1S/C8H11NO2/c1-11-8-4-2-7(3-5-8)9-6-10/h2-5,9-10H,6H2,1H3",KKMZNAGXQWTHAT-UHFFFAOYSA-N,?,25,spectrophotometric,a1/thermodynamic,?,basic,3.72,DTXCID801331230,NoName_3726,NOCAS_903129,Single Compound,COC1=CC=C(NCO)C=C1,C8H11NO2
14460,O(C1(=C(O)C=CC=C1CN))C,COC1=C(O)C=CC=C1CN,"InChI=1S/C8H11NO2/c1-11-8-6(5-9)3-2-4-7(8)10/h2-4,10H,5,9H2,1H3",MWMAXRIRXNYYMV-UHFFFAOYSA-N,?,25,potentiometric,a1/thermodynamic,?,basic,8.89,DTXCID001330052,NoName_903,NOCAS_901761,Single Compound,COC1=C(O)C=CC=C1CN,C8H11NO2
14441,OC1(=C(N=CC(=C1C)CO)C),CC1N=CC(CO)=C(C)C=1O,"InChI=1S/C8H11NO2/c1-5-7(4-10)3-9-6(2)8(5)11/h3,10-11H,4H2,1-2H3",KKOWAYISKWGDBG-UHFFFAOYSA-N,?,17,spectrophotometric,a1/apparent,?,basic,5.4,DTXCID50132340,4-Deoxypyridoxine,61-67-6,Single Compound,CC1=NC=C(CO)C(C)=C1O,C8H11NO2
14455,OC1(=C(O)C=CC(=C1)CCN),NCCC1=CC(O)=C(O)C=C1,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",VYFYYTLLBUKUHU-UHFFFAOYSA-N,?,20,mean from 2,a1/apparent,?,basic,8.89,DTXCID602420,Dopamine,51-61-6,Single Compound,NCCC1=CC(O)=C(O)C=C1,C8H11NO2
10875,OC1(=C(C(=CN=C1C)CO)CO),CC1=NC=C(CO)C(CO)=C1O,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",LXNHXLLTXMVWPM-UHFFFAOYSA-N,?,26,mean from 3,a2/apparent,?,basic,4.96,DTXCID903541,Pyridoxine,65-23-6,Single Compound,CC1=C(O)C(CO)=C(CO)C=N1,C8H11NO3
10888,O=C([O-])C#CCN1(CCOCC1),OC(=O)C#CCN1CCOCC1,"InChI=1S/C8H11NO3/c10-8(11)2-1-3-9-4-6-12-7-5-9/h3-7H2,(H,10,11)",ZISHHSWJMOOXKT-UHFFFAOYSA-N,?,20,potentiometric,a2/apparent,?,basic,5.57,DTXCID401329524,NoName_195,NOCAS_901132,Single Compound,OC(=O)C#CCN1CCOCC1,C8H11NO3
12043,S1(C(=CC=C1)C2(NCCC2)),C1CCC(N1)C1=CC=CS1,"InChI=1S/C8H11NS/c1-3-7(9-5-1)8-4-2-6-10-8/h2,4,6-7,9H,1,3,5H2",BNUVOMNEUJWHCF-UHFFFAOYSA-N,?,,potentiometric,b/apparent,?,basic,9.35,,,,,,
11500,N1(=NC=CC=C1CCCC),CCCCC1=CC=CN=N1,"InChI=1S/C8H12N2/c1-2-3-5-8-6-4-7-9-10-8/h4,6-7H,2-3,5H2,1H3",XHQORXRKXJXPBL-UHFFFAOYSA-N,?,18,potentiometric,a/apparent,?,basic,3.49,DTXCID20552990,3-Butylpyridazine,28200-55-7,Single Compound,CCCCC1=NN=CC=C1,C8H12N2
11503,N1(=NC(=CC=C1CCC)C),CC1=CC=C(CCC)N=N1,"InChI=1S/C8H12N2/c1-3-4-8-6-5-7(2)9-10-8/h5-6H,3-4H2,1-2H3",SWPLDFWTMYFSHM-UHFFFAOYSA-N,?,17.5,potentiometric,a/apparent,?,basic,4.25,DTXCID601330850,NoName_3223,NOCAS_902678,Single Compound,CCCC1=CC=C(C)N=N1,C8H12N2
11502,N1(=NC(=CC(=C1C)CC)C),CCC1C=C(C)N=NC=1C,"InChI=1S/C8H12N2/c1-4-8-5-6(2)9-10-7(8)3/h5H,4H2,1-3H3",CHWRGSJVXYJCLH-UHFFFAOYSA-N,?,17.5,potentiometric,a/apparent,?,basic,4.73,DTXCID301330849,NoName_3222,NOCAS_902677,Single Compound,CCC1=C(C)N=NC(C)=C1,C8H12N2
11501,N(N)CCC1(=CC=CC=C1),NNCCC1C=CC=CC=1,"InChI=1S/C8H12N2/c9-10-7-6-8-4-2-1-3-5-8/h1-5,10H,6-7,9H2",RMUCZJUITONUFY-UHFFFAOYSA-N,?,25,potentiometric,b1/apparent,?,basic,7.25,DTXCID0021094,Phenelzine,51-71-8,Single Compound,NNCCC1=CC=CC=C1,C8H12N2
12002,N#CC1(C2(CCN(C1)CC2)),N#CC1CN2CCC1CC2,"InChI=1S/C8H12N2/c9-5-8-6-10-3-1-7(8)2-4-10/h7-8H,1-4,6H2",ICSMHHPNBLZOLB-UHFFFAOYSA-N,?,25,mean from 2,a1/apparent,?,basic,7.85,,,,,,
12000,N#CC1(N2(CCC(C1)CC2)),N#CC1CC2CCN1CC2,"InChI=1S/C8H12N2/c9-6-8-5-7-1-3-10(8)4-2-7/h7-8H,1-5H2",NZOYWQFJJHBAAF-UHFFFAOYSA-N,?,25,,a1/apparent,?,basic,5.85,,,,,,
10666,O=C(OC)CCCC=1(N=CNC=1),COC(O)=CCCC1=CNC=N1,"InChI=1S/C8H12N2O2/c1-12-8(11)4-2-3-7-5-9-6-10-7/h4-6,11H,2-3H2,1H3,(H,9,10)",GYBYKCVYVCVNCO-UHFFFAOYSA-N,?,26,mean from 2,a1/apparent,?,basic,7.33,,,,,,
13572,S(=O)(=O)(N(C)C)C1(=CC=C(N)C=C1),CN(C)S(=O)(=O)C1C=CC(N)=CC=1,"InChI=1S/C8H12N2O2S/c1-10(2)13(11,12)8-5-3-7(9)4-6-8/h3-6H,9H2,1-2H3",BABGMPQXLCJMSK-UHFFFAOYSA-N,?,25,,a/apparent,NH3%+&,basic,1.53,DTXCID8035471,"Benzenesulfonamide, 4-amino-N,N-dimethyl-",1709-59-7,Single Compound,CN(C)S(=O)(=O)C1=CC=C(N)C=C1,C8H12N2O2S
